Age,Date,Feed,FI,Culling,Death,Live_Bird,Std_Body_Weight,ADG,ADG_actual,Total_Body_Weight,Body_Weight,FCR,FCR_actual,IP,IP_actual,Ayam_Dipelihara,persen_Live_Bird
6,26/12/2022,2500,126,0,23,19839,179,22.9,24.18333333333333,2878.6389,145.1,0.87,0.8684659962039699,275,267.4021193835028,20623,96.19841924065364
7,27/12/2022,3100,156,0,24,19815,211,22.0,23.87142857142857,3311.0865,167.1,0.94,0.9362485697670538,251,244.0016657413367,20623,96.08204431944915
8,28/12/2022,3900,196,0,23,19792,245,34.3,25.175,3986.1088,201.4,0.98,0.9783977798097232,254,246.5365101575713,20623,95.97051835329486
9,29/12/2022,5150,260,0,15,19777,282,37.7,26.56666666666667,4728.6807,239.1,1.09,1.089098699347579,241,233.7325194799726,20623,95.89778402754206
10,30/12/2022,6050,305,0,17,19760,324,34.8,27.39,5412.263999999999,273.9,1.12,1.117831650488594,242,234.3198647834249,20623,95.8153517916889
11,31/12/2022,7300,368,0,12,19748,370,32.8,27.88181818181818,6056.7116,306.7,1.21,1.205274492515047,228,220.6515574781689,20623,95.75716433108666
12,01/01/2023,8500,429,0,11,19737,419,50.7,29.78333333333333,7054.0038,357.4,1.2,1.204989427422764,246,237.5315788197644,20623,95.7038258255346
13,02/01/2023,11350,574,0,22,19715,471,114.6,36.30769230769231,9305.48,472.0,1.22,1.219711395865662,295,284.5009725120504,20623,95.59714881443048
14,03/01/2023,13200,668,0,18,19697,527,50.5,37.32142857142857,10291.6825,522.5,1.28,1.282589119903378,286,278.4816173732864,20623,95.50986762352711
15,04/01/2023,15100,764,0,26,19671,587,64.0,39.1,11537.0415,586.5,1.31,1.308827744097133,293,284.6951432348008,20623,95.38379479222228
16,05/01/2023,16850,853,0,26,19645,649,79.9,41.65,13091.428,666.4,1.29,1.287101758494184,316,307.5569085017218,20623,95.25772196091742
17,06/01/2023,18700,948,0,21,19624,715,45.5,41.87647058823529,13970.3256,711.9,1.34,1.338551479430086,306,297.3726113734518,20623,95.1558939048635
18,07/01/2023,20750,1052,0,23,19601,784,110.8,45.70555555555556,16125.7427,822.7,1.29,1.286762438544923,347,336.7484991523517,20623,95.0443679387092
19,08/01/2023,23100,1172,0,19,19582,856,92.0,48.14210526315789,17911.6554,914.7,1.29,1.289663042534863,366,354.3566377357551,20623,94.95223779275564
20,09/01/2023,25300,1285,0,25,19557,931,65.5,49.01000000000001,19169.7714,980.2,1.32,1.319786212995738,364,352.0960600036146,20623,94.831013916501
21,10/01/2023,27650,1405,0,12,19545,1008,145.8,53.61904761904762,22007.67,1126.0,1.26,1.256380162007155,417,403.3038646611564,20623,94.77282645589877
22,11/01/2023,30150,1533,0,9,19536,1087,28.0,52.45454545454545,22544.544,1154.0,1.34,1.337352398877529,384,370.8191332529034,20623,94.72918586044707
23,12/01/2023,32750,1666,0,12,19524,1168,104.0,54.69565217391305,24561.192,1258.0,1.33,1.333404339659085,403,389.3302255214279,20623,94.67099839984483
24,13/01/2023,34450,1753,0,16,16943,1252,60.0,61.96407070766688,25196.574,1291.6,1.37,1.367249372871089,393,371.5847163768324,20623,82.155845415313
25,14/01/2023,37650,1942,0,16,16927,1337,89.0,63.05190287706032,26681.989,1368.87,1.41,1.411064220137412,387,367.0347952073066,20623,82.07826213451001
26,15/01/2023,40300,2099,0,12,16915,1425,73.0,63.43914140839946,27899.9,1432.23,1.44,1.444449621683232,383,361.3391052476056,20623,82.02007467390777
27,16/01/2023,42900,2253,0,10,14729,1513,144.0,75.32732352149827,29956.396,1538.59,1.43,1.432081482699054,408,376.2165699808137,20623,71.42025893419968
28,17/01/2023,45500,2429,0,6,14723,1604,93.0,75.96445551663578,31315.891,1608.91,1.45,1.452936466026146,410,374.0131719594722,20623,71.39116520389855
29,18/01/2023,48250,2616,0,8,14715,1695,97.0,76.69750547763836,32729.51,1682.23,1.47,1.474204777278975,413,372.2822491312118,20623,71.35237356349707
30,19/01/2023,50750,2786,0,10,14705,1788,79.0,76.78355434659414,33873.065,1741.9,1.5,1.498240563704524,408,364.9977102156708,20623,71.3038840129952
31,20/01/2023,52300,2892,0,11,9410,1883,181.0,125.7644235713551,36686.74000000001,1887.66,1.43,1.425583194363958,454,401.2911193275115,20623,45.6286670222567
32,21/01/2023,54300,3104,0,10,9400,1978,100.0,125.0199468085106,37606.0,1935.96,1.44,1.443918523639845,458,395.7244002111989,20623,45.58017747175484
33,22/01/2023,56050,3291,0,7,7796,2074,76.0,149.6937046193075,38511.4,1983.28,1.46,1.455413202324507,453,387.58830950552,20623,37.8024535712554
34,23/01/2023,57300,3451,0,3,6259,2171,105.0,185.6636795955001,39510.345,2035.04,1.45,1.450253091943388,463,388.6082899033839,20623,30.34960965911846
35,24/01/2023,58550,3651,0,9,6250,2269,67.0,182.4361142857143,39907.9,2056.47,1.47,1.467128062363592,457,376.1158663699616,20623,30.30596906366678
36,25/01/2023,59550,3811,0,8,6242,2366,39.0,178.5928744348321,40131.962,2068.87,1.48,1.483854689187636,448,365.2366362871623,20623,30.26717742326528
37,26/01/2023,60400,3948,0,7,6235,2463,76.0,175.9405058627192,40588.595,2093.17,1.49,1.488102753987912,446,356.9966854801959,20623,30.23323473791398
38,27/01/2023,61800,4173,0,12,6223,2561,93.0,173.9594627739202,41136.89,2122.76,1.5,1.50230121917335,448,349.9490009025862,20623,30.17504727731174
39,28/01/2023,62550,4294,0,32,3647,2658,140.0,295.097410586854,41972.59,2169.46,1.49,1.490258285228526,462,350.237828686827,20623,17.68413906803084
40,29/01/2023,63300,4500,0,17,2694,2755,120.0,393.1529324424648,42366.16,2191.73,1.49,1.494117002815454,470,344.68390182721,20623,13.06308490520293
5,25/01/2023,1300,94,0,46,13751,134,102.0,20.4,1402.602,102.0,0.93,0.9268488138474066,215,217.645456894204,13859,99.22072299588714
11,31/01/2023,4900,359,0,25,13541,362,307.0,27.9090909090909,4157.087,307.0,1.18,1.178709995725372,229,231.0907309818865,13859,97.7054621545566
20,09/02/2023,15450,1146,0,23,13320,941,922.0,46.1,12281.04,922.0,1.26,1.258036778644154,348,351.643594157484,13859,96.1108305072516
25,14/02/2023,23600,1760,0,14,13234,1349,1313.0,52.52,17376.242,1313.0,1.36,1.358176296117423,367,368.7610514297356,13859,95.49029511508766
1,10/09/2023,250,25,0,25,9975,63,38.0,38.0,379.05,38.0,0.66,0.6595435958316844,576,574.3181818181818,10000,99.75
5,09/05/2023,2650,136,0,300,18732,134,125.0,25.0,2341.5,125.0,1.13,1.131753149690369,208,217.7515651329666,19032,98.42370744010088
4,31/07/2023,175,51,0,20,3426,109,100.0,25.0,342.6,100.0,0.51,0.5107997664915352,480,486.3630943254799,3453,99.21807124239793
12,08/08/2023,1150,340,0,7,3346,364,300.0,25.0,1003.8,300.0,1.15,1.145646543136083,209,210.6548810737985,3453,96.9012452939473
3,22/01/2023,550,56,0,97,9815,90,98.0,32.66666666666666,961.87,98.0,0.57,0.5718028423799474,562,554.7855567840929,10139,96.80441858171416
6,25/01/2023,1200,123,0,47,9536,163,156.0,26.0,1487.616,156.0,0.81,0.8066597831698503,305,301.8974525697739,10139,94.05266791596804
8,27/01/2023,1800,187,0,30,9466,228,214.0,26.75,2025.724,214.0,0.89,0.8885711972608312,286,280.6113006734481,10139,93.36226452312852
9,28/01/2023,2150,224,0,20,9446,269,1.0,23.88888888888889,2030.89,215.0,1.06,1.058649163667161,212,209.9630647624849,10139,93.16500641088864
10,29/01/2023,2550,266,0,13,9433,313,85.0,30.0,2829.9,300.0,0.9,0.9010919113749604,313,310.1226287931091,10139,93.03678863793272
18,06/02/2023,8050,854,0,25,9297,792,740.0,41.11111111111111,6879.78,740.0,1.17,1.170095555381131,327,322.1966798256373,10139,91.69543347470164
20,08/02/2023,9650,1027,0,21,9264,941,900.0,45.0,8337.6,900.0,1.16,1.157407407407407,361,354.4524216834279,10139,91.36995758950589
24,12/02/2023,13150,1406,0,8,9197,1264,1050.0,43.75,9656.85,1050.0,1.36,1.361727685528925,296,291.8033090048328,10139,90.70914291350232
28,16/02/2023,16900,1816,0,48,9085,1615,1400.0,50.0,12719.0,1400.0,1.33,1.328720811384543,342,336.8590131013498,10139,89.60449748495907
31,19/02/2023,19550,2132,0,15,7407,1892,1500.0,56.22623760435857,12910.5,1437.85,1.51,1.514271329537973,288,272.025299943686,10139,73.05454186803433
3,24/08/2023,700,59,0,189,11651,90,84.0,28.0,978.684,84.0,0.72,0.7152461877378193,377,380.2403864085636,11916,97.77609936220207
9,30/08/2023,2600,231,0,32,10906,269,241.0,26.77777777777778,2628.346,241.0,0.99,0.989215270744415,246,247.556501948356,11916,91.52400134273246
13,03/09/2023,5450,493,0,16,10822,469,429.0,33.0,4642.638,429.0,1.17,1.17390156199988,254,256.1563422590613,11916,90.81906680093992
20,10/09/2023,11600,1065,0,18,10700,941,792.0,39.59999999999999,8474.4,792.0,1.37,1.36882847163221,257,259.5541050124594,11916,89.79523329976502
28,18/09/2023,22600,2097,0,10,10636,1615,1360.0,48.57142857142857,14464.96,1360.0,1.56,1.562396301130456,277,277.9099606894169,11916,89.25814031554212
3,28/07/2023,700,56,0,16,12457,90,76.0,25.33333333333333,946.732,76.0,0.74,0.7393855916986011,342,341.903195587153,12473,99.87172292151048
7,01/08/2023,2350,237,0,15,9893,193,161.0,23.0,1592.773,161.0,1.48,1.47541426179374,154,155.0136797414475,9918,99.74793305101836
14,08/08/2023,7850,797,0,10,9773,528,441.0,31.5,4309.893,441.0,1.82,1.821390925482373,170,170.5465587044534,9918,98.53801169590643
4,24/06/2023,150,47,0,6,3160,109,79.0,19.75,249.64,79.0,0.6,0.600865245954174,326,320.051282051282,3250,97.23076923076924
10,30/06/2023,725,232,32,0,3074,283,203.0,20.3,624.022,203.0,1.16,1.161818012826471,168,165.523076923077,3250,94.5846153846154
13,03/07/2023,1125,365,52,0,2948,412,298.0,22.92307692307692,878.5039999999999,298.0,1.28,1.280586087257429,165,162.4452662721894,3250,90.70769230769233
3,23/12/2022,1500,75,0,37,19930,100,15.4,27.1,1620.309,81.3,0.93,0.9257493478095844,291,283.4614964752512,20488,97.27645450995703
4,24/12/2022,1950,98,0,37,19893,124,16.4,24.425,1943.5461,97.7,1.0,1.003320682745832,242,237.1566404724717,20488,97.09586099180008
5,25/12/2022,2550,128,0,26,19867,150,24.6,24.46,2429.7341,122.3,1.05,1.04949755613176,231,225.891495137688,20488,96.96895743850058
6,26/12/2022,3050,153,0,16,19851,179,25.0,24.55,2924.0523,147.3,1.04,1.04307299838652,234,228.7183351229988,20488,96.89086294416244
7,27/12/2022,3950,199,0,23,19828,211,35.0,26.04285714285714,3614.6444,182.3,1.09,1.092776927102428,237,231.2285604769189,20488,96.77860210855135
8,28/12/2022,4900,247,0,14,19814,245,28.6,26.3625,4178.7726,210.9,1.17,1.172593119807476,223,217.9080750207751,20488,96.71026942600548
9,29/12/2022,5700,287,0,22,19792,282,30.5,26.82222222222222,4777.7888,241.4,1.19,1.193020503543397,223,217.7398461662421,20488,96.60288949629052
10,30/12/2022,6550,330,0,24,19768,324,36.0,27.74,5483.6432,277.4,1.19,1.194461375605182,231,224.9171968670327,20488,96.48574775478328
11,31/12/2022,8150,411,0,25,19743,370,54.5,30.17272727272727,6552.7017,331.9,1.24,1.243761790651938,241,234.4803545684706,20488,96.36372510737992
12,01/01/2023,9100,459,0,21,19722,419,42.8,31.225,7389.8334,374.7,1.23,1.231421536512582,251,244.3704702812354,20488,96.26122608356113
13,02/01/2023,11250,568,0,28,19694,471,112.4,37.46923076923077,9592.9474,487.1,1.17,1.172736546017129,314,307.8387477052361,20488,96.12456071846934
14,03/01/2023,13350,675,0,30,19664,527,81.3,40.6,11177.0176,568.4,1.19,1.19441522575754,334,327.4548085536441,20488,95.97813354158532
15,04/01/2023,14750,746,0,23,19641,587,44.6,40.86666666666667,12039.933,613.0,1.23,1.225089873838999,326,318.5137125678169,20488,95.86587270597424
16,05/01/2023,16950,858,0,10,19631,649,76.7,43.10625,13539.5007,689.7,1.25,1.251892545786419,338,330.4251439867239,20488,95.81706364701289
17,06/01/2023,18800,953,0,23,19608,715,55.9,43.85882352941177,14619.7248,745.6,1.29,1.285933918537235,333,325.3876013505754,20488,95.7048028114018
18,07/01/2023,20800,1055,0,22,19586,784,60.7,44.79444444444444,15792.1918,806.3,1.32,1.317106596944954,333,324.4116248716501,20488,95.59742288168684
19,08/01/2023,23000,1167,0,16,19570,856,121.2,48.81578947368421,18151.175,927.5,1.27,1.267135598659591,377,367.1536555294899,20488,95.5193283873487
20,09/01/2023,25300,1285,0,10,19560,931,90.0,50.87500000000001,19902.3,1017.5,1.27,1.271209860166915,393,382.4458795930478,20488,95.47051932838735
21,10/01/2023,27850,1415,0,17,19543,1008,97.5,53.09523809523809,21790.445,1115.0,1.28,1.278083123130344,407,395.6737778269742,20488,95.38754392815306
22,11/01/2023,30350,1543,0,7,19536,1087,96.0,55.04545454545455,23658.096,1211.0,1.28,1.282858941818479,421,410.0601571651699,20488,95.35337758688011
23,12/01/2023,33100,1684,0,10,19526,1168,48.0,54.73913043478261,24583.234,1259.0,1.35,1.346446118521266,397,386.4362376059573,20488,95.3045685279188
24,13/01/2023,34900,1776,0,20,19506,1252,106.0,56.875,26625.69,1365.0,1.31,1.310764152966552,425,413.3507866082846,20488,95.2069504099961
25,14/01/2023,38000,1936,0,10,19496,1337,60.0,57.0,27781.8,1425.0,1.37,1.367801942278758,404,395.9134348181739,20488,95.15814135103476
26,15/01/2023,40800,2079,0,5,19491,1425,72.0,57.57692307692308,29178.027,1497.0,1.4,1.398312504131962,399,391.2505604996331,20488,95.13373682155408
27,16/01/2023,43550,2220,0,5,19486,1513,99.0,59.11111111111111,31099.656,1596.0,1.4,1.400337032666856,410,401.57273634431,20488,95.10933229207342
28,17/01/2023,46550,2374,0,8,17552,1604,184.0,69.79538351347831,34301.36,1761.03,1.36,1.357089048364263,453,439.6578525982825,20488,85.66966028894963
29,18/01/2023,48550,2488,0,8,17544,1695,58.0,69.3913863861503,35304.67200000001,1813.29,1.38,1.375172101867991,445,430.5816634829795,20488,85.63061304178056
